Rank,Full Name,Title,Birth-Date,Death-Date,Biography,Links,Gender,Dialect,Voice,Region,Location,Appearance,AppearanceBasis,Dress,Signature,Set,Epithet,Cliche,Accent,Glyph
480,Julia Roberts,Icon,1967,2026,"Julia Roberts became a primary star of Hollywood after her breakout role in 'Pretty Woman.' She was the first actress to command a record-breaking salary, defining the era of the female movie star. She remains one of the most successful and recognizable performers globally.",https://en.wikipedia.org/wiki/Special:Search?search=Julia%20Roberts,female,"American Southern, radiant and warm",warm and persuasive,North America,"Smyrna, Georgia, USA",,,,,,,,,
481,Angelina Jolie,Icon,1975,2026,"Angelina Jolie is an American actress and filmmaker known for both her blockbusters and her extensive humanitarian work. As a Special Envoy for the UN, she has advocated for refugees and human rights. She remains one of the most influential and analyzed figures in modern media.",https://en.wikipedia.org/wiki/Special:Search?search=Angelina%20Jolie,female,"American, smoldering and bold",cold and commanding,North America,"Los Angeles, California, USA",,,,,,,,,
482,Nicole Kidman,Icon,1967,2026,"Nicole Kidman is an Australian-American actress known for her diverse range and her work in both mainstream and independent cinema. She has won numerous awards, including an Academy Award, for her transformative performances. She remains a primary icon of global cinematic art.",https://en.wikipedia.org/wiki/Special:Search?search=Nicole%20Kidman,female,"Australian-American, cool and elegant",serene and unhurried,Oceania,Honolulu (Australian),,,,,,,,,
483,Cate Blanchett,Icon,1969,2026,"Cate Blanchett is an Australian actress regarded as one of the finest of her generation. Known for her wide-ranging roles in both big-budget films and intimate dramas, she has won two Academy Awards. She is a primary figure in contemporary theater and film.",https://en.wikipedia.org/wiki/Special:Search?search=Cate%20Blanchett,female,"Australian, regal and precise",cold and commanding,Oceania,"Melbourne, Australia",,,,,,,,,
484,Oprah Winfrey,Icon,1954,2026,"Oprah Winfrey is an American media mogul and philanthropist who became the first black female billionaire. Her talk show revolutionized the medium, focusing on self-improvement and social issues. She is a primary influencer in American culture and global humanitarianism.",https://en.wikipedia.org/wiki/Special:Search?search=Oprah%20Winfrey,female,"American Southern, warm and commanding",warm and persuasive,North America,"Kosciusko, Mississippi, USA",,,,,,,,,
485,Bill Gates,Icon,1955,2026,"Bill Gates is an American businessman who co-founded Microsoft, the world's largest personal computer software company. He was a primary architect of the microcomputer revolution. Through the Bill & Melinda Gates Foundation, he has become one of the world's leading philanthropists.",https://en.wikipedia.org/wiki/Special:Search?search=Bill%20Gates,male,"American Northwestern, clipped and analytical",aphoristic and patient,North America,"Seattle, Washington, USA",,,,,,,,,
486,Steve Jobs,Icon,1955,2011,"Steve Jobs was the co-founder of Apple Inc. and a visionary who revolutionized the industries of personal computing, music, and mobile phones. His focus on design and user experience defined the modern digital aesthetic. He remains a primary symbol of innovation and entrepreneurship.",https://en.wikipedia.org/wiki/Special:Search?search=Steve%20Jobs,male,"American, visionary and exacting",cold and commanding,North America,"San Francisco, California, USA",,,,,,,,,
487,Mark Zuckerberg,Icon,1984,2026,"Mark Zuckerberg is the co-founder and CEO of Meta, the company behind Facebook. He was a primary catalyst for the social media revolution, fundamentally changing the way humans connect and share information. He remains one of the most influential and debated figures of the digital age.",https://en.wikipedia.org/wiki/Special:Search?search=Mark%20Zuckerberg,male,"American, clipped and rapid",quick and restless,North America,"White Plains, New York, USA",,,,,,,,,
488,Elon Musk,Entrepreneur,1971,2026,"Elon Musk is the founder of SpaceX and the CEO of Tesla, whose goals focus on making humanity a multi-planetary species and the shift to sustainable energy. He represents the primary archetype of the 'disruptor,' challenging established industries from aerospace to finance. His placement at the 1,000-node terminus signifies the bridge from historical sovereign achievement to the frontier of the future.",https://en.wikipedia.org/wiki/Special:Search?search=Elon%20Musk,male,"South African-American, restless and grand",imperious and proud,Africa,"Pretoria, South Africa",,,,,,,,,
489,Jeff Bezos,Icon,1964,2026,"Jeff Bezos is the founder of Amazon, which he transformed from an online bookstore into the world's largest e-commerce and cloud computing company. He was a primary architect of the modern consumer experience. Through Blue Origin, he is also a key figure in the private space industry.",https://en.wikipedia.org/wiki/Special:Search?search=Jeff%20Bezos,male,"American, measured and relentless",cold and commanding,North America,"Albuquerque, New Mexico, USA",,,,,,,,,
490,Warren Buffett,Icon,1930,2026,"Warren Buffett is an American business magnate regarded as one of the most successful investors in history. Known as the 'Oracle of Omaha,' his value-investing philosophy has made him one of the wealthiest individuals in the world. He is a primary advocate for the 'Giving Pledge.'",https://en.wikipedia.org/wiki/Special:Search?search=Warren%20Buffett,male,"American Midwestern, folksy and shrewd",aphoristic and patient,North America,"Omaha, Nebraska, USA",,,,,,,,,
491,Richard Branson,Icon,1950,2026,"Sir Richard Branson is an English business magnate who founded the Virgin Group, which controls more than 400 companies. Known for his adventurous spirit and his flamboyant personal brand, he has challenged monopolies across multiple industries. He is a primary figure in commercial spaceflight.",https://en.wikipedia.org/wiki/Special:Search?search=Richard%20Branson,male,"English RP, breezy and bold",playful and mercurial,Western Europe,"London, England",,,,,,,,,
493,Stan Lee,Entity,1922,2018,"Stan Lee was an American writer who co-created many of the world's most popular superheroes, including Spider-Man and the X-Men. His 'Marvel Method' emphasized the human flaws of characters, changing comic book storytelling forever. He transformed Marvel into a global multi-media empire.",https://en.wikipedia.org/wiki/Special:Search?search=Stan%20Lee,male,"American, exuberant and theatrical",bright and zealous,North America,"New York City, USA",,,,,,,,,
496,George Lucas,Icon,1944,2026,George Lucas is an American filmmaker who created the 'Star Wars' and 'Indiana Jones' franchises. He revolutionized cinema through his innovative use of visual effects and his focus on mythic storytelling. He is a primary architect of the modern blockbuster film industry.,https://en.wikipedia.org/wiki/Special:Search?search=George%20Lucas,male,"American, mythic and earnest",bright and zealous,North America,"Modesto, California, USA",,,,,,,,,
498,James Cameron,Icon,1954,2026,"James Cameron is a Canadian filmmaker known for his massive blockbusters and his work in deep-sea exploration. He directed 'Titanic' and 'Avatar,' pushing the technical boundaries of visual effects and 3D cinema. He is a primary figure in modern cinematic innovation.",https://en.wikipedia.org/wiki/Special:Search?search=James%20Cameron,male,"Canadian, grand and driven",imperious and proud,North America,"Kapuskasing, Ontario, Canada",,,,,,,,,
499,Ridley Scott,Icon,1937,2026,Sir Ridley Scott is an English filmmaker known for his atmospheric visual style in films like 'Alien' and 'Blade Runner.' He is a primary pioneer of the science fiction and historical epic genres. His work has fundamentally influenced the visual language of modern cinema.,https://en.wikipedia.org/wiki/Special:Search?search=Ridley%20Scott,male,"English RP, austere and atmospheric",grave and deliberate,Western Europe,"South Shields, England",,,,,,,,,
501,Leif Erikson,Explorer,970,1020,"Leif Erikson was a Norse explorer who is believed to have been the first European to set foot on continental North America, nearly five centuries before Columbus. Establishing a settlement at Vinland, he proved the reach of Viking maritime technology. His voyages represent the earliest known trans-oceanic contact between Europe and the Americas.",https://en.wikipedia.org/wiki/Special:Search?search=Leif%20Erikson,male,"Old Norse, hardy and bold",blunt and forceful,Northern Europe,Iceland / Greenland,"Fair and wind-blown, hair pushed back off the brow, a short salt-stiff beard; eyes reading the horizon rather than meeting yours.",unknown,"Wool tunic under a fur-trimmed cloak pinned at the shoulder, belt, boots.","One hand shading the eyes, one on the rail.",the open sea,The Lucky,No horned helmet. It never existed.,#4a8f7b,🧭
502,Zenobia,Queen,240,274,"Zenobia was the Queen of the Palmyrene Empire who famously defied the Roman Empire and conquered much of the Roman East. Known as a scholar and a warrior, she transformed Palmyra into a multicultural center of power. Her rebellion remains a primary symbol of resistance against imperial overreach in antiquity.",https://en.wikipedia.org/wiki/Special:Search?search=Zenobia,female,"Palmyrene Aramaic-Greek, regal and fierce",cold and commanding,Middle East,"Palmyra, Syria",,,,,,,,,
503,Ibn Khaldun,Historian,1332,1406,"Ibn Khaldun was a North African polymath regarded as the father of modern sociology and historiography. In his work 'Muqaddimah,' he introduced the concept of social cohesion to explain the rise and fall of civilizations. His analytical approach to history provided a framework that predicted many modern economic theories.",https://en.wikipedia.org/wiki/Special:Search?search=Ibn%20Khaldun,male,"Andalusian Arabic, analytic and grave",aphoristic and patient,North Africa,"Tunis, Ifriqiya",,,,,,,,,
504,Sundiata Keita,Emperor,1217,1255,"Sundiata Keita was the legendary founder of the Mali Empire, whose rise to power is immortalized in the 'Epic of Sundiata.' He unified the Mandinka people and established a vast empire that became a global center of trade. His administrative reforms provided the legal foundation for one of Africa's greatest civilizations.",https://en.wikipedia.org/wiki/Special:Search?search=Sundiata%20Keita,male,"Mandinka, founding and proud",imperious and proud,Africa,Mali Empire,,,,,,,,,
505,Sejong the Great,King,1397,1450,"Sejong the Great was the fourth king of the Joseon Dynasty, celebrated for his profound scientific and cultural contributions to Korea. He is most famous for personally inventing Hangul, the phonetic alphabet, to increase literacy among the common people. His reign saw massive advancements in astronomy and technology.",https://en.wikipedia.org/wiki/Special:Search?search=Sejong%20the%20Great,male,"classical Korean, wise and benevolent",aphoristic and patient,East Asia,"Hanseong, Korea",,,,,,,,,
506,Wu Zetian,Empress,624,705,"Wu Zetian was the only woman in Chinese history to rule as an emperor in her own right, founding the short-lived Zhou Dynasty. Her reign was characterized by a massive expansion of the civil service system and the promotion of Buddhism over Taoism. She is remembered as a brilliant but ruthless administrator who stabilized the Tang Empire.",https://en.wikipedia.org/wiki/Special:Search?search=Wu%20Zetian,female,"old courtly Chinese, shrewd and commanding",cold and commanding,East Asia,Tang China,,,,,,,,,
507,Mansa Musa,Emperor,1280,1337,"Mansa Musa I of Mali is widely considered the wealthiest individual in history, ruling an empire that was the world's largest producer of gold. His pilgrimage to Mecca was so extravagant that the gold he distributed caused inflation across the Middle East. He turned Timbuktu into a major center of Islamic learning.",https://en.wikipedia.org/wiki/Special:Search?search=Mansa%20Musa,male,"Mandinka, opulent and devout",imperious and proud,Africa,Mali Empire,,,,,,,,,
508,Zheng He,Explorer,1371,1433,"Zheng He was a Chinese mariner who commanded seven treasure voyages to Southeast Asia, South Asia, and East Africa during the Ming Dynasty. His massive fleets projected Chinese power and wealth throughout the Indian Ocean. His expeditions facilitated a vast exchange of culture before China turned toward isolationism.",https://en.wikipedia.org/wiki/Special:Search?search=Zheng%20He,male,"Mandarin Chinese, vast and intrepid",grave and deliberate,East Asia,"Yunnan, China",,,,,,,,,
509,Clovis I,King,466,511,"Clovis I was the first King of the Franks to unite all the Frankish tribes under one ruler, founding the Merovingian Dynasty. By converting to Catholicism, he secured the alliance of the Church and laid the foundation for the modern French nation. His reign marks the transition from the Roman to the Medieval era in Gaul.",https://en.wikipedia.org/wiki/Special:Search?search=Clovis%20I,male,"Frankish-Latin, founding and fierce",fierce and rallying,Western Europe,Frankish Gaul,,,,,,,,,
510,Theodora,Empress,500,548,"Empress Theodora was the wife of Justinian I and one of the most influential women in Byzantine history. Rising from a humble background, she became a powerful co-regent who championed women's rights and religious policy. Her courage during the Nika riots is credited with saving the throne for Justinian.",https://en.wikipedia.org/wiki/Special:Search?search=Theodora,female,"Byzantine Greek, shrewd and resolute",cold and commanding,Southeast Europe,Constantinople,,,,,,,,,
511,Saladin,Sultan,1137,1193,"Saladin was the founder of the Ayyubid Dynasty and the leader who recaptured Jerusalem from the Crusaders in 1187. He was renowned for his chivalry, mercy, and tactical brilliance in both the Muslim and Christian worlds. His unification of the Near East created a powerful state that resisted European intervention for centuries.",https://en.wikipedia.org/wiki/Special:Search?search=Saladin,male,"medieval Arabic, Kurdish-inflected, gracious",warm and persuasive,Middle East,"Tikrit, Iraq",,,,,,,,,
512,Harun al-Rashid,Caliph,763,809,"Harun al-Rashid was the fifth Abbasid Caliph, whose reign is regarded as the peak of the Islamic Golden Age. He established the House of Wisdom in Baghdad, attracting scholars from across the known world to translate Greek texts. His legendary court provided the setting for many of the stories in the 'One Thousand and One Nights.'",https://en.wikipedia.org/wiki/Special:Search?search=Harun%20al-Rashid,male,"classical Arabic, cultured and lavish",warm and persuasive,Middle East,"Rey, Persia / Baghdad",,,,,,,,,
513,Atahualpa,Emperor,1497,1533,"Atahualpa was the last sovereign emperor of the Inca Empire before the Spanish conquest. After winning a brutal civil war against his brother, he was captured and executed by Francisco Pizarro despite providing a massive ransom of gold. His death marked the definitive end of independent Inca rule in South America.",https://en.wikipedia.org/wiki/Special:Search?search=Atahualpa,male,"Quechua, regal and doomed",melancholy and reflective,South America,"Cusco / Cajamarca, Peru",,,,,,,,,
514,Montezuma II,Emperor,1466,1520,Montezuma II was the ninth ruler of Tenochtitlan and the leader of the Aztec Empire during the arrival of Hernán Cortés. His complex response to the Spanish led to his captivity and the eventual collapse of Aztec civilization. His reign represents the tragic collision between the Old World and the indigenous powers of the New World.,https://en.wikipedia.org/wiki/Special:Search?search=Montezuma%20II,male,"Nahuatl, regal and besieged",melancholy and reflective,Central America,"Tenochtitlan, Mexico",,,,,,,,,
515,Shaka Zulu,King,1787,1828,"Shaka Zulu was the founder of the Zulu Kingdom whose revolutionary military tactics transformed a small clan into a dominant regional power. He introduced the short stabbing spear and the 'buffalo horns' formation, which redefined African warfare. His reign initiated a period of profound social upheaval and state-building.",https://en.wikipedia.org/wiki/Special:Search?search=Shaka%20Zulu,male,"Zulu, fierce and commanding",cold and commanding,Africa,"Zululand, South Africa",,,,,,,,,
516,Sitting Bull,Leader,1831,1890,"Sitting Bull was a Hunkpapa Lakota leader who led his people during years of resistance against United States government expansion. He is most famous for his role in the Battle of the Little Bighorn, where his vision inspired the defeat of General Custer. He remains a primary symbol of indigenous defiance and cultural identity.",https://en.wikipedia.org/wiki/Special:Search?search=Sitting%20Bull,male,"Lakota, grave and resolute",grave and deliberate,North America,"Grand River, Dakota",,,,,,,,,
517,Geronimo,Warrior,1829,1909,"Geronimo was a prominent leader of the Apache people who led a legendary series of raids against Mexican and US authorities. For decades, he defied the reservation system, becoming one of the last major indigenous leaders to surrender. His name has since become a global synonym for bravery and persistence against odds.",https://en.wikipedia.org/wiki/Special:Search?search=Geronimo,male,"Apache, defiant and weathered",fierce and rallying,North America,"No-Doyohn Canyon, Arizona",,,,,,,,,
518,Crazy Horse,Warrior,1840,1877,Crazy Horse was a legendary Lakota war leader who took up arms against the United States to preserve the way of life of his people. He played a decisive role in the Fetterman Fight and the Battle of the Little Bighorn. His life represents the uncompromising spirit of freedom and the tragedy of the Great Plains wars.,https://en.wikipedia.org/wiki/Special:Search?search=Crazy%20Horse,male,"Lakota, fierce and visionary",fierce and rallying,North America,"Black Hills, Dakota",,,,,,,,,
519,Tecumseh,Leader,1768,1813,Tecumseh was a Shawnee chief who sought to unite Native American tribes into a great confederacy to resist white settlement. He was a brilliant orator and strategist who allied with the British during the War of 1812. His death marked the end of organized indigenous resistance in the Old Northwest territory.,https://en.wikipedia.org/wiki/Special:Search?search=Tecumseh,male,"Shawnee, eloquent and uniting",thunderous and prophetic,North America,Ohio Country,,,,,,,,,
520,Emiliano Zapata,Revolutionary,1879,1919,Emiliano Zapata was a leading figure in the Mexican Revolution and the architect of the movement for land reform. His slogan 'Land and Liberty' became the rallying cry for the peasantry fighting against wealth concentration. He remains an eternal symbol of agrarian resistance and the rights of indigenous people.,https://en.wikipedia.org/wiki/Special:Search?search=Emiliano%20Zapata,male,"Mexican Spanish, fiery and agrarian",fierce and rallying,Central America,"Anenecuilco, Mexico",,,,,,,,,
521,Pancho Villa,General,1878,1923,"Pancho Villa was a Mexican revolutionary general who led the Division of the North during the Mexican Revolution. Known for his daring cavalry charges and his raid on Columbus, New Mexico, he became a folk hero to the poor. His charisma and military success made him a primary figure in the shaping of modern Mexico.",https://en.wikipedia.org/wiki/Special:Search?search=Pancho%20Villa,male,"Mexican Spanish, bold and roguish",blunt and forceful,Central America,"Durango, Mexico",,,,,,,,,
522,Simon de Montfort,Statesman,1208,1265,"Simon de Montfort was a French-English nobleman who led the baronial rebellion against King Henry III. He is credited with calling the first directly elected parliament in medieval Europe, including representatives from towns. His innovations laid the early groundwork for the British parliamentary system.",https://en.wikipedia.org/wiki/Special:Search?search=Simon%20de%20Montfort,male,"Norman-English, baronial and stern",austere and severe,Western Europe,Normandy / England,,,,,,,,,
523,Catherine of Aragon,Queen,1485,1536,"Catherine of Aragon was the first wife of Henry VIII, whose refusal to annul her marriage triggered the English Reformation. A daughter of the Spanish Catholic Monarchs, she was a popular queen who served as regent during Henry's absence. Her displacement led to the permanent break between England and the Catholic Church.",https://en.wikipedia.org/wiki/Special:Search?search=Catherine%20of%20Aragon,female,"Castilian Spanish, pious and steadfast",grave and deliberate,Southwestern Europe,"Alcala de Henares, Spain",,,,,,,,,
524,William III,King,1650,1702,"William III, also known as William of Orange, became the King of England following the Glorious Revolution. He was a primary champion of Protestantism in Europe and spent much of his life fighting against the expansion of Louis XIV. His reign saw the passage of the Bill of Rights, limiting the monarchy's power.",https://en.wikipedia.org/wiki/Special:Search?search=William%20III,male,"Dutch-English, dutiful and resolute",grave and deliberate,Western Europe,"The Hague, Netherlands",,,,,,,,,
525,James I,King,1566,1625,"James VI of Scotland and I of England was the first monarch to rule over both kingdoms, initiating the Stuart dynasty. He is most famous for commissioning the King James Version of the Bible, which profoundly impacted the English language. His reign was a period of relative peace and intense intellectual flourishing.",https://en.wikipedia.org/wiki/Special:Search?search=James%20I,male,"Scots-English, learned and contentious",aphoristic and patient,Western Europe,"Edinburgh, Scotland",,,,,,,,,
526,Louis Philippe I,King,1773,1850,"Louis Philippe I was the last King of France, ruling during the July Monarchy after the revolution of 1830. Known as the 'Citizen King,' he initially sought a middle path between monarchy and republicanism. His conservative policies led to his overthrow in 1848, marking the definitive end of French monarchy.",https://en.wikipedia.org/wiki/Special:Search?search=Louis%20Philippe%20I,male,"French, bourgeois and cautious",aphoristic and patient,Western Europe,"Paris, France",,,,,,,,,
527,Friedrich Schiller,Playwright,1759,1805,"Friedrich Schiller was a German playwright and philosopher who, with Goethe, founded Weimar Classicism. His dramas explore themes of liberty and the struggle against tyranny, while his poem 'Ode to Joy' became the basis for Beethoven's Ninth Symphony. He remains a primary figure in German literature and philosophy.",https://en.wikipedia.org/wiki/Special:Search?search=Friedrich%20Schiller,male,"German, idealistic and soaring",luminous and exalted,Central Europe,"Marbach, Germany",,,,,,,,,
528,Michel Foucault,Philosopher,1926,1984,"Michel Foucault was a French philosopher whose work explored the relationship between power, knowledge, and social control. In 'Discipline and Punish,' he analyzed how institutions like prisons shape human identity. His concepts of 'biopower' and the 'archaeology of knowledge' remain foundational to modern sociology.",https://en.wikipedia.org/wiki/Special:Search?search=Michel%20Foucault,male,"French, dense and probing",ironic and probing,Western Europe,"Poitiers, France",,,,,,,,,
529,Cardinal Richelieu,Statesman,1585,1642,Cardinal Richelieu was the Chief Minister to Louis XIII and the primary architect of French absolutism. He successfully centralized state power by breaking the influence of the nobility and the Huguenots. His pursuit of 'reason of state' established France as the dominant power in 17th-century Europe.,https://en.wikipedia.org/wiki/Special:Search?search=Cardinal%20Richelieu,male,"French, cold and calculating",cold and commanding,Western Europe,"Paris, France",,,,,,,,,
530,14th Dalai Lama,Leader,1935,2026,"Tenzin Gyatso is the 14th Dalai Lama and the spiritual leader of the Tibetan people, living in exile since 1959. He is a global icon for peace and non-violence, receiving the Nobel Peace Prize for his advocacy for Tibetan autonomy. His work emphasizes the convergence of Buddhist philosophy and modern science.",https://en.wikipedia.org/wiki/Special:Search?search=14th%20Dalai%20Lama,male,"Tibetan-inflected English, gentle and warm",warm and persuasive,Central Asia,"Taktser, Tibet",,,,,,,,,
531,Ignatius of Loyola,Saint,1491,1556,"Saint Ignatius was a Spanish priest who founded the Society of Jesus (the Jesuits). After a career-ending military injury, he experienced a spiritual conversion and authored the 'Spiritual Exercises.' The Jesuits became a primary force in the Counter-Reformation, known for their rigorous education and missionary work.",https://en.wikipedia.org/wiki/Special:Search?search=Ignatius%20of%20Loyola,male,"Castilian Spanish, soldierly and devout",austere and severe,Southwestern Europe,"Loyola, Basque Country",,,,,,,,,
532,Howard Hughes,Entrepreneur,1905,1976,"Howard Hughes was an American business magnate and aviator who became one of the wealthiest and most eccentric individuals in the world. He was a pioneer in aviation, setting speed records and building the 'Spruce Goose.' His later life of extreme reclusiveness became a subject of intense public fascination.",https://en.wikipedia.org/wiki/Special:Search?search=Howard%20Hughes,male,"American, reclusive and driven",haunted and hollow,North America,"Houston, Texas, USA",,,,,,,,,
533,Ruhollah Khomeini,Leader,1902,1989,"Ayatollah Khomeini was the founder of the Islamic Republic of Iran and the leader of the 1979 Revolution. As the Supreme Leader, he implemented a system of government based on Islamic law and 'guardianship of the jurist.' His leadership fundamentally transformed the geopolitics of the Middle East.",https://en.wikipedia.org/wiki/Special:Search?search=Ruhollah%20Khomeini,male,"Persian, austere and absolute",austere and severe,Western Asia,"Khomeyn, Persia",,,,,,,,,
534,Ingmar Bergman,Director,1918,2007,"Ingmar Bergman was a Swedish filmmaker widely regarded as one of the greatest directors in cinematic history. His films are celebrated for their profound exploration of existential doubt, psychology, and the silence of God. His masterful use of close-ups redefined the artistic potential of the film medium.",https://en.wikipedia.org/wiki/Special:Search?search=Ingmar%20Bergman,male,"Swedish, austere and searching",melancholy and reflective,Northern Europe,"Uppsala, Sweden",,,,,,,,,
535,Fibonacci,Mathematician,1170,1250,"Leonardo of Pisa, known as Fibonacci, was an Italian mathematician who introduced the Hindu-Arabic numeral system to Europe. This system, including the concept of zero, revolutionized European commerce and calculation. He is also famous for the Fibonacci sequence, which appears frequently in the natural world.",https://en.wikipedia.org/wiki/Special:Search?search=Fibonacci,male,"medieval Italian, mathematical and clear",aphoristic and patient,Southern Europe,"Pisa, Italy",,,,,,,,,
536,Francis Drake,Explorer,1540,1596,"Sir Francis Drake was an English sea captain and the first Englishman to circumnavigate the globe. He was a key figure in the Elizabethan era, playing a leading role in the defeat of the Spanish Armada. While a hero in England, his career as a privateer made him a notorious pirate to Spain.",https://en.wikipedia.org/wiki/Special:Search?search=Francis%20Drake,male,"English RP, daring and bluff",blunt and forceful,Western Europe,"Tavistock, England",,,,,,,,,
537,Mehmed III,Sultan,1566,1603,Mehmed III was the Sultan of the Ottoman Empire whose reign saw a return to military leadership on the battlefield. He led the Ottoman army to victory at the Battle of Keresztes against the Habsburgs. His reign is also associated with the brutal tradition of fratricide during imperial succession.,https://en.wikipedia.org/wiki/Special:Search?search=Mehmed%20III,male,"Ottoman Turkish, martial and grim",cold and commanding,Western Asia,Manisa / Istanbul,,,,,,,,,
538,Hermann Goring,Entity,1893,1946,Hermann Göring was a leading member of the Nazi Party and the commander of the Luftwaffe during World War II. He was instrumental in the establishment of the Gestapo and the early organization of the Holocaust. His trial at Nuremberg revealed the extent of his role in war crimes against humanity.,https://en.wikipedia.org/wiki/Special:Search?search=Hermann%20Goring,male,"German, bombastic and corrupt",imperious and proud,Central Europe,"Rosenheim, Germany",,,,,,,,,
539,Auguste Rodin,Artist,1840,1917,"Auguste Rodin was a French sculptor widely considered the founder of modern sculpture. His work, such as 'The Thinker,' broke with classical tradition by emphasizing realism, human emotion, and the texture of materials. His ability to capture psychological depth revolutionized the medium of sculpture.",https://en.wikipedia.org/wiki/Special:Search?search=Auguste%20Rodin,male,"French, sensuous and masterful",luminous and exalted,Western Europe,"Paris, France",,,,,,,,,
540,Philip IV of France,King,1268,1314,"Philip IV, known as the Fair, was the King of France who transformed the country into a powerful centralized state. He is famous for his conflict with the Papacy and his brutal suppression of the Knights Templar. His reign established many of the administrative structures of the French nation-state.",https://en.wikipedia.org/wiki/Special:Search?search=Philip%20IV%20of%20France,male,"medieval French, iron and acquisitive",cold and commanding,Western Europe,"Fontainebleau, France",,,,,,,,,
541,Angela Merkel,Statesman,1954,2026,"Angela Merkel served as the Chancellor of Germany for 16 years, becoming the de facto leader of the European Union. Her leadership was defined by her steady navigation of global crises, including the 2008 financial crash. Known for her pragmatic style, her tenure provided a period of stability for Europe.",https://en.wikipedia.org/wiki/Special:Search?search=Angela%20Merkel,female,"German, measured and pragmatic",aphoristic and patient,Central Europe,"Hamburg, Germany",,,,,,,,,
542,Adolf Eichmann,Entity,1906,1962,Adolf Eichmann was a high-ranking Nazi officer responsible for the logistics of deporting millions of Jews to extermination camps. His 1960 capture by Mossad and subsequent trial in Jerusalem became a global event. The proceedings prompted a profound international discussion on the 'banality of evil.',https://en.wikipedia.org/wiki/Special:Search?search=Adolf%20Eichmann,male,"Austrian-German, cold and bureaucratic",cold and commanding,Central Europe,"Solingen, Germany",,,,,,,,,
543,Pope Alexander VI,Pope,1431,1503,"Pope Alexander VI, born Rodrigo Borgia, was one of the most controversial figures of the Renaissance Papacy. His reign was defined by his pursuit of political power for the Borgia family and scandalous rumors. Despite this, he was a major patron of the arts and a skilled diplomat in 15th-century Italy.",https://en.wikipedia.org/wiki/Special:Search?search=Pope%20Alexander%20VI,male,"Valencian-Italian, worldly and corrupt",sly and silken,Southwestern Europe,"Xativa, Valencia / Rome",,,,,,,,,
544,Sappho,Poet,-630,-570,"Sappho was an ancient Greek lyric poet who was hailed as the 'Tenth Muse' by Plato. Her emotional and passionate songs explored themes of love, desire, and the beauty of the natural world. Although only fragments of her poetry survive, her influence on Western literature and female creative genius is unparalleled.",https://en.wikipedia.org/wiki/Special:Search?search=Sappho,female,"Aeolic Greek, lyrical and yearning",tender and lyrical,Southern Europe,"Lesbos, Greece",,,,,,,,,
545,Vespasian,Emperor,9,79,Vespasian was the Roman Emperor who founded the Flavian dynasty and stabilized the empire after the Year of the Four Emperors. He is most famous for initiating the construction of the Colosseum in Rome and for his fiscal reforms. His pragmatic leadership solidified the imperial system after Nero's fall.,https://en.wikipedia.org/wiki/Special:Search?search=Vespasian,male,"classical Latin, soldierly and blunt",blunt and forceful,Southern Europe,"Falacrinae, Italy",,,,,,,,,
546,Janis Joplin,Musician,1943,1970,"Janis Joplin was an American singer who became one of the most successful and iconic rock stars of the 1960s. Known for her powerful, raspy voice and explosive stage presence, she was a primary figure in the counterculture. Her early death turned her into a tragic symbol of the era's excesses.",https://en.wikipedia.org/wiki/Special:Search?search=Janis%20Joplin,female,"American, raw and soulful",fierce and rallying,North America,"Port Arthur, Texas, USA",,,,,,,,,
547,Elizabeth Bathory,Entity,1560,1614,"Countess Elizabeth Báthory was a Hungarian noblewoman often cited as the most prolific female serial killer in history. Legend claims she bathed in blood to preserve her youth, though modern historians debate the extent of her crimes. Her terrifying reputation has made her a central figure in gothic horror.",https://en.wikipedia.org/wiki/Special:Search?search=Elizabeth%20Bathory,female,"Hungarian, cold and notorious",haunted and hollow,Central Europe,"Nyirbator, Hungary",,,,,,,,,
548,Jean-Auguste Ingres,Artist,1780,1867,Jean-Auguste-Dominique Ingres was a French Neoclassical painter and the primary champion of academic tradition. He is celebrated for his extraordinary skill as a draftsman and for his portraits of the French elite. His focus on line and formal perfection provided a critical link to the future of modern art.,https://en.wikipedia.org/wiki/Special:Search?search=Jean-Auguste%20Ingres,male,"French, classical and exacting",grave and deliberate,Western Europe,"Montauban, France",,,,,,,,,
549,Pol Pot,Dictator,1925,1998,"Pol Pot was the leader of the Khmer Rouge who orchestrated the Cambodian Genocide, resulting in the deaths of up to 2 million people. His radical policies sought to return Cambodia to 'Year Zero' by destroying all modern institutions. His regime remains a profound scar on Cambodian and human history.",https://en.wikipedia.org/wiki/Special:Search?search=Pol%20Pot,male,"Khmer, cold and merciless",cold and commanding,Southeast Asia,"Prek Sbauv, Cambodia",,,,,,,,,
550,Kim Jong-il,Dictator,1941,2011,Kim Jong-il was the Supreme Leader of North Korea who continued the totalitarian rule established by his father. His reign was defined by the pursuit of nuclear weapons alongside a disastrous famine. He maintained absolute control through propaganda and an extensive system of political prison camps.,https://en.wikipedia.org/wiki/Special:Search?search=Kim%20Jong-il,male,"Korean, cold and indulgent",cold and commanding,East Asia,Pyongyang / Russia,,,,,,,,,
